"gene_id","class","toxin_family","Ctzot-CLP2364","Ctzot-CLP2366","Ctzot-CLP2383","Ctzot-CLP2903","Average"
"Ctzot-CLP2383_Replication-A_trinityContig4864_-_CDS","Nontoxin","NT",1.56,4.74,56.69,23.48,21.6175
"Ctzot-CLP2383_RibonucT2_ngenContig2299_-_CDS","Nontoxin","NT",11.73,10.38,13.98,5.24,10.3325
"Ctzot-CLP2383_Sec61gb_trinityContig41979_-_CDS","Nontoxin","NT",98.53,66.16,273.47,30.26,117.105
"Ctzot-CLP2383_UPF0711_trinityContig35145_-_CDS","Nontoxin","NT",2.25,4.26,8.74,4.72,4.9925
"Ctzot-CLP2383_UbCarboxHydrolase1_trinityContig29096_-_CDS","Nontoxin","NT",6.73,7.56,15.98,10.1,10.0925
"Ctzot-CLP2383_UbLigRNF13_trinityContig19058_-_CDS","Nontoxin","NT",5.33,5.98,12.04,7.47,7.705
"Ctzot-CLP2383_UbiqLig-RNF130_trinityContig15990_-_CDS","Nontoxin","NT",13.07,13.6,14.59,11.53,13.1975
"Ctzot-CLP2383_mRpL50_ngenContig2495_-_CDS","Nontoxin","NT",26.27,31.76,36.08,11.8,26.4775
"Ctzot-CLP2383_peroxiredoxin5_ngenContig1686_-_CDS","Nontoxin","NT",29.52,28.59,56.2,32.58,36.7225
"Ctzot-CLP2383_stAR4_trinityContig8404_-_CDS","Nontoxin","NT",6.48,1.91,7.04,5.14,5.1425
"TOXIN_Ctzot-CLP2366_SVMPII-2_ngenContig2525_-_CDS","Toxin","SVMPII",34587.86,125800.07,9828.53,48001.17,54554.4075
"TOXIN_extenderContig103||Toxin22257_CTL","Toxin","CTL",5793.18,7227.68,2.45,4038.73,4265.51
"TOXIN_extenderContig109||Toxin8524_PLA2","Toxin","PLA2",180496.13,2171.18,830.31,203043.82,96635.36
"TOXIN_extenderContig113||Ctzot-CLP2364_SVMPIII_extContig241_SVMPIII","Toxin","SVMPIII",10298.67,12.3,7765.25,135.2,4552.855
"TOXIN_extenderContig122||Toxin8564_PLA2","Toxin","PLA2",51913.6,44789.41,46431.59,45948.45,47270.7625
"TOXIN_extenderContig127||Ctzot-CLP2383ext_SVSP-6_extContig360_SVSP","Toxin","SVSP",2176.15,1190.56,2833.44,3.79,1550.985
"TOXIN_extenderContig128||Ctzot-CLP2383ext_SVSP-13a_extContig477_SVSP","Toxin","SVSP",69.44,3773.42,3789.13,0,1907.9975
"TOXIN_extenderContig131||Cgodm-CLP2362ext_SVMPII-7a_extContig191_SVMPII","Toxin","SVMPII",1539.16,1603.87,132.6,2429.89,1426.38
"TOXIN_extenderContig134||Bthal-CRVA3763_CTL-4_ext2000Contig765_CTL","Toxin","CTL",463.89,44.96,388.12,6.21,225.795
"TOXIN_extenderContig138||Toxin20161_SVMPI","Toxin","SVMPI",15104.75,43.93,14675.33,14863.1,11171.7775
"TOXIN_extenderContig144||Toxin27719_SVMPIII","Toxin","SVMPIII",20.49,10.94,1217.29,4817.36,1516.52
"TOXIN_extenderContig149||Toxin10554_CRISP","Toxin","CRISP",6498.56,6850.76,7281.03,6581.95,6803.075
"TOXIN_extenderContig151||CscutCLP1972ngen_CTL-11_Contig30_CTL","Toxin","CTL",0,1196.95,4485.87,0,1420.705
"TOXIN_extenderContig152||Toxin6088_SVSP","Toxin","SVSP",3094.99,1667.2,2159.76,1239.36,2040.3275
"TOXIN_extenderContig153||Ctzot-CLP2364_SVMPIII_extContig94_SVMPIII","Toxin","SVMPIII",16983.99,17503.8,48983.61,1096.5,21141.975
"TOXIN_extenderContig160||Toxin6085_SVSP","Toxin","SVSP",3563.49,4910.9,6434.5,4020.18,4732.2675
"TOXIN_extenderContig164||Toxin6140_SVSP","Toxin","SVSP",6464.34,14756.15,13997.88,5731.61,10237.495
"TOXIN_extenderContig167||Toxin3362_BPP","Toxin","BPP",45454.55,37371.92,28719.52,32584.01,36032.5
"TOXIN_extenderContig16||Toxin25785_SVMPII","Toxin","SVMPII",23722.34,48813.08,62674.13,7884.75,35773.575
"TOXIN_extenderContig184||Toxin21073_CTL","Toxin","CTL",1127.12,7875.82,0,2615.69,2904.6575
"TOXIN_extenderContig186||Cgodm-CLP2360ext_CTL-3_extContig115_CTL","Toxin","CTL",0,15077.82,23697.97,0.42,9694.0525
"TOXIN_extenderContig186||Toxin27748_SVMPIII","Toxin","SVMPIII",11505.92,11852.45,82720.97,3296.24,27343.895
"TOXIN_extenderContig195||Toxin9948_VEGF","Toxin","VEGF",5784.84,6771.79,2397.11,9100.06,6013.45
"TOXIN_extenderContig199||Toxin24022_SVMPII","Toxin","SVMPII",9216.05,42470.79,6337.8,27824,21462.16
"TOXIN_extenderContig201||Toxin28821_SVMPIII","Toxin","SVMPIII",7686.09,961.8,16375.59,7020.35,8010.9575
"TOXIN_extenderContig202||Ctzot-CLP2366ngen_SVSP-4_ngenContig4996_SVSP","Toxin","SVSP",658.57,2597.57,1376.88,0.98,1158.5
"TOXIN_extenderContig208||Toxin22437_CTL","Toxin","CTL",3939.03,8292.74,1536.12,21353.46,8780.3375
"TOXIN_extenderContig210||Toxin8565_PLA2","Toxin","PLA2",227.94,19055.7,41.71,20243.25,9892.15
"TOXIN_extenderContig215||Toxin8527_PLA2","Toxin","PLA2",0,0,0,16917.82,4229.455
"TOXIN_extenderContig220||Toxin6174_SVSP","Toxin","SVSP",4360.59,4819.92,4817.42,3464.92,4365.7125
"TOXIN_extenderContig228||Toxin2910_BPP","Toxin","BPP",563.19,253.41,229.19,3657.6,1175.8475
"TOXIN_extenderContig236||Toxin2910_BPP","Toxin","BPP",18668.35,16652.8,7777.53,34130.29,19307.2425
"TOXIN_extenderContig23||Ctzot-CLP2383ext_SVSP-7_extContig353_SVSP","Toxin","SVSP",576.4,3107.75,4320.73,614.16,2154.76
"TOXIN_extenderContig242||Toxin22419_CTL","Toxin","CTL",0,16.73,294.21,1595.66,476.65
"TOXIN_extenderContig247||Toxin20176_SVMPI","Toxin","SVMPI",7927.11,2241.79,130.41,14064.9,6091.0525
"TOXIN_extenderContig264||Cgodm-CLP2377_SVMPI_extContig293_SVMPI","Toxin","SVMPI",60708.96,19498.43,5369.45,18988.34,26141.295
"TOXIN_extenderContig270||Toxin25804_SVMPII","Toxin","SVMPII",8383.59,0,4886.14,2359.09,3907.205
"TOXIN_extenderContig276||Cgodm-CLP2362ext_CTL-3_extContig348_CTL","Toxin","CTL",0,7044.54,6576.24,0.48,3405.315
"TOXIN_extenderContig277||Ctzot-CLP2364ngen_CTL-8_ngenContig4296_CTL","Toxin","CTL",3649.99,4052.46,1659.44,0,2340.4725
"TOXIN_extenderContig284||Toxin27662_SVMPIII","Toxin","SVMPIII",10453.98,9257.77,19777.11,8022.76,11877.905
"TOXIN_extenderContig299||Toxin6138_SVSP","Toxin","SVSP",2615.85,3599.35,1.7,4393.31,2652.5525
"TOXIN_extenderContig310||Toxin8549_PLA2","Toxin","PLA2",25.15,3636.57,60.16,2590.52,1578.1
"TOXIN_extenderContig320||Toxin22428_CTL","Toxin","CTL",1251.74,6691.18,699.47,4309.79,3238.045
"TOXIN_extenderContig328||Toxin17763_SVMPI","Toxin","SVMPI",13533.89,38986.95,830.03,41392.94,23685.9525
"TOXIN_extenderContig370||Toxin5616_SVSP","Toxin","SVSP",3076.12,0,0.26,1713.57,1197.4875
"TOXIN_extenderContig386||Ctzot-CLP2364_SVMPIII_extContig66_SVMPIII","Toxin","SVMPIII",29430.6,9.35,875.86,10420.31,10184.03
"TOXIN_extenderContig3||Ctzot-CLP2364_SVMPII_extContig242_SVMPII","Toxin","SVMPII",8944.93,3781.18,10052.72,3585.19,6591.005
"TOXIN_extenderContig401||Ctzot-CLP2364_SVMPIII_extContig452_SVMPIII","Toxin","SVMPIII",23016.84,5104.67,12813.22,2920.67,10963.85
"TOXIN_extenderContig445||Toxin7632_PLA2","Toxin","PLA2",0,2.76,0,3591.69,898.6125
"TOXIN_extenderContig449||Ctzot-CLP2366ext_SVMPIII-7_extContig185_SVMPIII","Toxin","SVMPIII",16.39,7024.69,13129.27,0.57,5042.73
"TOXIN_extenderContig470||Toxin21073_CTL","Toxin","CTL",0,3353.93,90.32,3260.55,1676.2
"TOXIN_extenderContig4||Toxin21809_CTL","Toxin","CTL",0,0.45,434.34,2279.8,678.6475
"TOXIN_extenderContig50||Toxin22087_CTL","Toxin","CTL",886.11,2128.07,1735.58,802.18,1387.985
"TOXIN_extenderContig58||Toxin28555_SVMPIII","Toxin","SVMPIII",9786.35,7229.31,14960.77,4862.06,9209.6225
"TOXIN_extenderContig61||Ctzot-CLP2383ext_SVMPIII-7_extContig69_SVMPIII","Toxin","SVMPIII",12.91,13533.2,73026.32,66.57,21659.75
"TOXIN_extenderContig90||Ctzot-CLP2366ext_SVMPIII-6a_extContig87_SVMPIII","Toxin","SVMPIII",138.05,5003.87,135.47,30.28,1326.9175
"TOXIN_extenderContig98||Toxin21389_CTL","Toxin","CTL",6439.5,6637.84,8733.01,4951.82,6690.5425
"TOXIN_ngenContig1000||Toxin6135_SVSP","Toxin","SVSP",1075.24,2960.71,614.88,270.4,1230.3075
"TOXIN_ngenContig1001||Toxin5602_SVSP","Toxin","SVSP",3372.76,1802.18,969.27,1737.24,1970.3625
"TOXIN_ngenContig1009||Toxin6087_SVSP","Toxin","SVSP",2189.77,0.4,1.79,1313.05,876.2525
"TOXIN_ngenContig1019||Toxin6183_SVSP","Toxin","SVSP",3703.97,2123.08,2431.35,1507.51,2441.4775
"TOXIN_ngenContig1021||Toxin4800_SVSP","Toxin","SVSP",2054.52,3693.75,1964.14,1480.36,2298.1925
"TOXIN_ngenContig1025||Toxin5599_SVSP","Toxin","SVSP",1107.73,222.07,329.45,1204.29,715.885
"TOXIN_ngenContig1046||Ctzot-CLP2366ext_SVMPI-1a_extContig289_SVMPI","Toxin","SVMPI",3138.15,11321.73,9119.86,3355.32,6733.765
"TOXIN_ngenContig1058||Cpetl-CLP2324ext_SVMPIII-8_extContig276_SVMPIII","Toxin","SVMPIII",3177.68,0.34,918.96,1264.28,1340.315
"TOXIN_ngenContig1088||Ctzot-CLP2366ext_PLA2-2_extContig321_PLA2","Toxin","PLA2",629.26,17550.67,209.61,114.29,4625.9575
"TOXIN_ngenContig1147||Toxin22435_CTL","Toxin","CTL",0.53,0,0,726.7,181.8075
"TOXIN_ngenContig1167||Toxin6609_SVSP","Toxin","SVSP",768.58,0,0,362.97,282.8875
"TOXIN_ngenContig1244||Toxin29626_NGF","Toxin","NGF",2495.74,4015.04,3126.74,983.61,2655.2825
"TOXIN_ngenContig1395||Toxin654_TCTP","Toxin","uncharacterised",822.13,1097.47,853.02,1087,964.905
"TOXIN_ngenContig1580||Toxin8758_KUN","Toxin","KUN",184.51,116.34,216.01,350.29,216.7875
"TOXIN_ngenContig1763||Cgodm-CLP2378ext_SVSP-7_extContig84_SVSP","Toxin","SVSP",6.3,550.94,1642.91,1,550.2875
"TOXIN_ngenContig740||Toxin8964_PLB","Toxin","PLB",2802.21,1256.94,3011.61,1133.23,2050.9975
"TOXIN_ngenContig770||Toxin28938_SVMPIII","Toxin","SVMPIII",1413.7,1931.65,3673.29,1912.47,2232.7775
"TOXIN_ngenContig777||Toxin17489_SVMPI","Toxin","SVMPI",4809.93,12269.89,12881.72,3410.36,8342.975
"TOXIN_ngenContig793||Toxin25809_SVMPII","Toxin","SVMPII",445.51,1.26,2159.27,1734.94,1085.245
"TOXIN_ngenContig797||Toxin28904_SVMPIII","Toxin","SVMPIII",5699.22,3628.33,20468.22,1647.48,7860.8125
"TOXIN_ngenContig803||Toxin25692_SVMPII","Toxin","SVMPII",1788.98,0.9,7882.65,1579.15,2812.92
"TOXIN_ngenContig895||Toxin2492_NUC","Toxin","NUC",1096.96,889.06,1011.16,644.47,910.4125
"TOXIN_ngenContig933||Cgodm-CLP2388ngen_SVSP-11a_ngenContig2902_SVSP","Toxin","SVSP",11531.42,8473.53,5024.5,2368.53,6849.495
"TOXIN_ngenContig992||Ctzot-CLP2383trinity_PLA2-3a_trinityContig554_PLA2","Toxin","PLA2",3737.44,7086.18,5644.7,157.55,4156.4675
"TOXIN_trinityContig13837||Toxin9350_LAAO","Toxin","LAAO",9669.36,13245.03,14040.43,8387.71,11335.6325
"TOXIN_trinityContig19211||Toxin7161_HYAL","Toxin","HYAL",179.85,160.45,363.93,97.39,200.405
"TOXIN_trinityContig24690||Ctzot-CLP2383ext_SVSP-13a_extContig477_SVSP","Toxin","SVSP",365.95,413.23,543.37,11.21,333.44
"TOXIN_trinityContig40452||Browl-CLP2475_PDE_trinContig31450_PDE","Toxin","PDE",487.75,362.52,623.95,158.26,408.12
"extenderContig126||Nontoxin_ChorrA_RpS15a_xng","Nontoxin","NT",1176.35,1735.65,1338.45,1206.49,1364.235
"extenderContig129||Nontoxin_ChorrA_RpS9_xng","Nontoxin","NT",1111.38,1133.65,1418.19,1060.84,1181.015
"extenderContig137||sp|O89086|RBM3_MOUSE","Nontoxin","NT",109.19,194.37,160.91,527.29,247.94
"extenderContig207||Nontoxin_ChorrA_RpS16_xng","Nontoxin","NT",1175.86,1649.44,1271.5,1340.43,1359.3075
"extenderContig219||Nontoxin_ChorrA_RpS25_e390","Nontoxin","NT",1401.61,2020.85,1363.16,2036.54,1705.54
"extenderContig229||Nontoxin_ChorrA_RpS3a_e127","Nontoxin","NT",1466.69,2091.98,1912.42,1216.05,1671.785
"extenderContig22||Nontoxin_ChorrA_NF_e314","Nontoxin","NT",935.01,1209.12,1791.97,487.71,1105.9525
"extenderContig256||Nontoxin_ChorrA_RpL23a_xng","Nontoxin","NT",1125.49,1140.21,1470.58,1477.36,1303.41
"extenderContig283||Nontoxin_ChorrA_RpS17_xng","Nontoxin","NT",1564.93,1579.94,1789.76,1496.22,1607.7125
"extenderContig286||Ribosomal_L28e","Nontoxin","NT",301.98,2238.87,0,332.34,718.2975
"extenderContig28||38277at32523__Reprolysin","Nontoxin","NT",26375.66,15448.85,220.93,14821.37,14216.7025
"extenderContig291||Nontoxin_ChorrA_RpS20_xng","Nontoxin","NT",3365.6,4348.37,3527.61,2053.06,3323.66
"extenderContig293||sp|Q3T0W9|RL19_BOVIN","Nontoxin","NT",791.37,1243.72,2137.43,877.23,1262.4375
"extenderContig296||Nontoxin_ChorrA_RpS5_e842","Nontoxin","NT",822.8,998.01,688.56,891.56,850.2325
"extenderContig305||Nontoxin_ChorrA_RpL39_xng","Nontoxin","NT",933.7,703.38,1491.23,792.42,980.1825
"extenderContig309||Nontoxin_ChorrA_RpS28_xng","Nontoxin","NT",284.9,715.74,396.55,1265,665.5475
"extenderContig319||Nontoxin_ChorrA_Hemoglobin-b1_xng","Nontoxin","NT",191.42,40.94,78.65,498.19,202.3
"extenderContig324||Nontoxin_ChorrA_RpS7_xng","Nontoxin","NT",776.17,1110.32,888.03,726.93,875.3625
"extenderContig32||Nontoxin_ChorrA_RpL12_e516","Nontoxin","NT",828.11,1097.56,864.87,1062.66,963.3
"extenderContig366||sp|Q56JV1|RS26_BOVIN","Nontoxin","NT",1039.09,1826.45,1153.65,957.4,1244.1475
"extenderContig371||Nontoxin_ChorrA_RpL17_e466","Nontoxin","NT",1235.18,1665.84,1439.74,1788.36,1532.28
"extenderContig392||Nontoxin_ChorrA_RpS2_xng","Nontoxin","NT",615.9,1030.21,805.12,1075.42,881.6625
"extenderContig413||Nontoxin_ChorrA_RpL23_xng","Nontoxin","NT",1163.1,1788.63,2569.15,1336.1,1714.245
"extenderContig414||Nontoxin_ChorrA_RpL35a_xng","Nontoxin","NT",594.35,899.39,685.57,862.06,760.3425
"extenderContig452||Nontoxin_ChorrA_RpL11_xng","Nontoxin","NT",1061.39,1005.5,1099.5,1229.2,1098.8975
"extenderContig468||Nontoxin_ChorrA_RpL13a_xng","Nontoxin","NT",665.14,849.68,0,832.99,586.9525
"extenderContig490||Nontoxin_ChorrA_RpP0_xng","Nontoxin","NT",1524,2055.98,1552.73,1574.03,1676.685
"extenderContig53||Nontoxin_ChorrA_RpS29_xng","Nontoxin","NT",1205.2,1319.21,1094.39,1962.96,1395.44
"extenderContig73||Nontoxin_ChorrA_RpS18_xng","Nontoxin","NT",441.57,671.72,583.22,1047.93,686.11
"ngenContig1014||sp|P84077.2|","Nontoxin","NT",87.91,85.42,128.15,68.45,92.4825
"ngenContig1031||Nontoxin_ChorrA_DDPOS_xng","Nontoxin","NT",164.16,226.63,178.86,140.16,177.4525
"ngenContig1032||sp|P79784|ENTP2_CHICK","Nontoxin","NT",49.67,38.77,31.97,83.14,50.8875
"ngenContig1035||Nontoxin_ChorrA_Actin3_1f2845","Nontoxin","NT",40,42.15,72.07,46.11,50.0825
"ngenContig1035||Reprolysin","Nontoxin","NT",774.03,1414.4,4557.22,795.76,1885.3525
"ngenContig1037||Nontoxin_ChorrA_snRnp70_1f7597","Nontoxin","NT",29.44,41.68,63.71,73.92,52.1875
"ngenContig1039||sp|J3S9D9.1|","Nontoxin","NT",45.6,42.21,43.6,45.15,44.14
"ngenContig1041||286324at32523","Nontoxin","NT",226.29,0.05,120.81,1.09,87.06
"ngenContig1045||sp|Q5R440.2|","Nontoxin","NT",129.77,192.04,186.82,91.58,150.0525
"ngenContig1049||sp|Q3T0T5.3|","Nontoxin","NT",50.11,42.66,79.5,26.69,49.74
"ngenContig1051||Nontoxin_ChorrA_PDI-A6_xng","Nontoxin","NT",485.11,644.36,1036.46,389.1,638.7575
"ngenContig1053||Nontoxin_ChorrA_ClICP1_xng","Nontoxin","NT",146.47,119.85,115.84,181.74,140.975
"ngenContig1055||sp|O60476|MA1A2_HUMAN","Nontoxin","NT",56.87,75.07,156.27,77.58,91.4475
"ngenContig1056||Nontoxin_ChorrA_RpL18a_e600","Nontoxin","NT",1275.33,1907.46,1128.24,1120.34,1357.8425
"ngenContig1057||256267at32523__RRM_1","Nontoxin","NT",69.41,130.31,81.93,151.68,108.3325
"ngenContig1058||Nontoxin_ChorrA_RpL13_xng","Nontoxin","NT",1063.74,1342.89,986,1192.77,1146.35
"ngenContig1059||Nontoxin_ChorrA_Calmodulin-2_xng","Nontoxin","NT",75.34,119.61,224.44,219.03,159.605
"ngenContig1062||Nontoxin_ChorrA_RpL40_xng","Nontoxin","NT",1427.7,1360.85,883.64,1491.54,1290.9325
"ngenContig1064||Nontoxin_ChorrA_rCG21222_1f36","Nontoxin","NT",1202.75,1240.08,1014.87,1228.48,1171.545
"ngenContig1066||260469at32523__MARVEL","Nontoxin","NT",49.63,43.68,39.05,27.24,39.9
"ngenContig1068||181827at32523__Filament","Nontoxin","NT",13.16,10.51,26.83,85.72,34.055
"ngenContig1075||Nontoxin_ChorrA_TIF5_xng","Nontoxin","NT",171.1,364.13,225.31,300.42,265.24
"ngenContig1077||Nontoxin_ChorrA_RpL15_e640","Nontoxin","NT",648.4,1066.24,1798.88,937.4,1112.73
"ngenContig1078||Nontoxin_ChorrA_Coatomer-bp_xng","Nontoxin","NT",64.2,72.23,84.31,47.05,66.9475
"ngenContig1080||Nontoxin_ChorrA_SignalPeptidase3_xng","Nontoxin","NT",324.3,365.87,346.13,205.5,310.45
"ngenContig1081||Nontoxin_ChorrA_GC_1f1552","Nontoxin","NT",624.14,378.65,365.24,1091.11,614.785
"ngenContig1083||Nontoxin_ChorrA_TyrosinetRNALig_1f2847","Nontoxin","NT",33.04,12.19,13.45,40.28,24.74
"ngenContig1084||Nontoxin_ChorrA_RpS11_xng","Nontoxin","NT",835.88,1003.71,367.74,1225.33,858.165
"ngenContig1086||Nontoxin_ChorrA_Glutaredoxin1_xng","Nontoxin","NT",188.87,373.03,347.32,184.96,273.545
"ngenContig1087||Nontoxin_ChorrA_OrnithineDecarb_xng","Nontoxin","NT",70.31,111.77,103.77,141.53,106.845
"ngenContig1088||Nontoxin_ChorrA_ER29_xng","Nontoxin","NT",65.95,129.47,91.43,153.33,110.045
"ngenContig1090||72399at32523__eIF2A","Nontoxin","NT",89.48,99.16,77.9,82.48,87.255
"ngenContig1097||Nontoxin_ChorrA_TF-YBox_xng","Nontoxin","NT",293.79,451.63,427.8,856.82,507.51
"ngenContig1099||sp|P42292.1|","Nontoxin","NT",17.61,9.52,14.31,8.36,12.45
"ngenContig109||Nontoxin_ChorrA_TIF-1b_xng","Nontoxin","NT",21.7,22.59,0,24.3,17.1475
"ngenContig1101||Nontoxin_ChorrA_DDPOSPGT-STT3A_xng","Nontoxin","NT",157.31,198.89,163.78,124.44,161.105
"ngenContig1104||239933at32523__RRM_1","Nontoxin","NT",47.75,65.04,56.76,141.27,77.705
"ngenContig1109||Nontoxin_ChorrA_Transgelin2_xng","Nontoxin","NT",130.01,211.91,151.5,210.15,175.8925
"ngenContig1111||Nontoxin_ChorrA_ERCC-1_xng","Nontoxin","NT",15.93,33.68,18.84,36.83,26.32
"ngenContig1113||Nontoxin_ChorrA_RpL24_xng","Nontoxin","NT",756.75,1292.6,969.78,766.76,946.4725
"ngenContig1114||Nontoxin_ChorrA_HistoneH2A_xng","Nontoxin","NT",44.45,73.48,128.12,222.45,117.125
"ngenContig1117||267926at32523__RNase_T","Nontoxin","NT",143.62,146.87,140.13,178.56,152.295
"ngenContig1118||Nontoxin_ChorrA_KeratinII8_1f46","Nontoxin","NT",0.86,1.29,0.85,68.97,17.9925
"ngenContig1121||Nontoxin_ChorrA_KeratinII_1f74","Nontoxin","NT",70.53,43.81,173.25,154.3,110.4725
"ngenContig1125||Nontoxin_ChorrA_ERGIC-53_xng","Nontoxin","NT",95.99,135.53,116.57,98.92,111.7525
"ngenContig1128||Nontoxin_ChorrA_C3PAT4_xng","Nontoxin","NT",22.3,22.46,15.02,23.75,20.8825
"ngenContig1132||282964at32523__LYRIC","Nontoxin","NT",93.91,109.35,129.61,54.69,96.89
"ngenContig1137||sp|Q3ZC89.1|","Nontoxin","NT",36.68,43,70.92,37.36,46.99
"ngenContig1140||156797at32523","Nontoxin","NT",33.11,25.63,30.04,90.81,44.8975
"ngenContig1141||247942at32523__UQ_con","Nontoxin","NT",24.31,23.78,18.71,6.68,18.37
"ngenContig1147||sp|P04692.3|","Nontoxin","NT",10.72,10.48,14.6,15.63,12.8575
"ngenContig1153||Nontoxin_ChorrA_VtypeATPase16_xng","Nontoxin","NT",120.25,138.67,112.8,257.68,157.35
"ngenContig1156||Nontoxin_ChorrA_RabGDPDissInh-b_xng","Nontoxin","NT",64.14,67.03,70.14,62.08,65.8475
"ngenContig1158||160273at32523__DEAD","Nontoxin","NT",119.86,133.73,116.06,70.46,110.0275
"ngenContig1162||Nontoxin_ChorrA_PR264SC35_1f1219","Nontoxin","NT",66.2,100.84,71.29,176.92,103.8125
"ngenContig116||Nontoxin_ChorrA_LOC100561402_xng","Nontoxin","NT",17.09,50.71,41.62,42.44,37.965
"ngenContig1173||Nontoxin_ChorrA_CD9_xng","Nontoxin","NT",45.07,49.53,47.07,33.47,43.785
"ngenContig1174||Nontoxin_ChorrA_RpS21_xng","Nontoxin","NT",802.58,1038.41,926.13,1014.32,945.36
"ngenContig1176||Nontoxin_ChorrA_AP-1-s1A_xng","Nontoxin","NT",66.94,81.7,128.81,130.27,101.93
"ngenContig1178||Nontoxin_ChorrA_Calpain1_1f4843","Nontoxin","NT",72.3,50.77,52.24,100.78,69.0225
"ngenContig1179||Nontoxin_ChorrA_Gly-tRNALig_xng","Nontoxin","NT",22.09,24.88,39.26,45.17,32.85
"ngenContig1180||Nontoxin_ChorrA_Cofilin2_xng","Nontoxin","NT",125.73,135.77,131.43,270.35,165.82
"ngenContig1182||MA3","Nontoxin","NT",17.08,19.97,47.19,71.76,39
"ngenContig1184||Nontoxin_ChorrA_VDASC1_xng","Nontoxin","NT",35.32,47.31,62.38,50.07,48.77
"ngenContig1185||Nontoxin_ChorrA_Basigin_xng","Nontoxin","NT",63.95,51.7,31.69,51.35,49.6725
"ngenContig1187||Nontoxin_ChorrA_Proteasome-b2_xng","Nontoxin","NT",103.35,195.55,143.04,203.51,161.3625
"ngenContig1195||Nontoxin_ChorrA_NIP7_xng","Nontoxin","NT",343.24,289.76,311.56,229.72,293.57
"ngenContig1199||Nontoxin_ChorrA_TmEmp24b_1f39","Nontoxin","NT",491.33,628.14,497.67,334.79,487.9825
"ngenContig1204||Calreticulin","Nontoxin","NT",2275.7,3719.52,3693.35,1507.41,2798.995
"ngenContig120||sp|Q5ZLQ6.1|","Nontoxin","NT",18.72,28.33,53.22,18.5,29.6925
"ngenContig1211||Nontoxin_ChorrA_Dimethylaminohydrolase1_xng","Nontoxin","NT",42.26,10.65,8.7,62.58,31.0475
"ngenContig1219||Nontoxin_ChorrA_Actin2_xng","Nontoxin","NT",546.82,636.59,894.23,643.29,680.2325
"ngenContig1221||Nontoxin_ChorrA_Actin1_e284","Nontoxin","NT",91.4,116.06,100.02,146.78,113.565
"ngenContig1223||175597at32523","Nontoxin","NT",33.6,34.64,42.38,45.94,39.14
"ngenContig1231||236823at32523__UPF0016","Nontoxin","NT",128.59,139.15,143.49,80.56,122.9475
"ngenContig1240||sp|Q68EW7|MED11_XENLA","Nontoxin","NT",42.98,23.1,21.81,106.35,48.56
"ngenContig1241||Nontoxin_ChorrA_TMP49_xng","Nontoxin","NT",162.79,149.48,142.9,104.2,139.8425
"ngenContig1243||Nontoxin_ChorrA_EF-1b_xng","Nontoxin","NT",335.96,575.19,560.08,437.63,477.215
"ngenContig1252||sp|Q8BH95|ECHM_MOUSE","Nontoxin","NT",34.29,36.81,33.61,74.92,44.9075
"ngenContig1253||249574at32523__HMG_box_2","Nontoxin","NT",48.52,60.81,56.44,95.54,65.3275
"ngenContig1253||sp|O13035.1|","Nontoxin","NT",56.48,28.67,64.18,33.39,45.68
"ngenContig1258||194893at32523","Nontoxin","NT",25.94,33.74,43.5,23.21,31.5975
"ngenContig1259||287486at32523","Nontoxin","NT",1470.95,2368.71,2300.45,1822.73,1990.71
"ngenContig1262||Nontoxin_ChorrA_LAMTOR2_xng","Nontoxin","NT",242.55,288.36,194.7,168.68,223.5725
"ngenContig1263||Nontoxin_ChorrA_SWEET1_xng","Nontoxin","NT",174.86,146.12,175.89,141.09,159.49
"ngenContig1264||Nontoxin_ChorrA_Thioredoxin-1_xng","Nontoxin","NT",307.95,272.02,533.83,137.82,312.905
"ngenContig1265||sp|A5PJA8|EMC7_BOVIN","Nontoxin","NT",58.15,56.4,78.68,72.83,66.515
"ngenContig1270||Nontoxin_ChorrA_PDI_e625","Nontoxin","NT",5770.77,6371.69,6156.96,2609.05,5227.1175
"ngenContig1275||138747at32523","Nontoxin","NT",61.33,112.49,60.37,113.93,87.03
"ngenContig1275||Nontoxin_ChorrA_6PhosDeh_1f3105","Nontoxin","NT",22.52,28.94,31.76,72.97,39.0475
"ngenContig1276||Nontoxin_ChorrA_MyosinLight6_xng","Nontoxin","NT",140.92,111.06,163.85,236,162.9575
"ngenContig1281||Nontoxin_ChorrA_GST-t1_e215","Nontoxin","NT",517.43,789.72,575.85,687.87,642.7175
"ngenContig1283||Nontoxin_ChorrA_SH3-1_xng","Nontoxin","NT",235.85,118.05,118.42,151.7,156.005
"ngenContig1288||sp|Q11206.1|","Nontoxin","NT",93.11,78.12,98.33,25.75,73.8275
"ngenContig1291||Nontoxin_ChorrA_Synaptogyrin2_1f1477","Nontoxin","NT",135.48,186.69,156.94,106.99,146.525
"ngenContig1292||sp|P41105|RL28_MOUSE","Nontoxin","NT",426.92,692.81,912.23,466.54,624.625
"ngenContig1293||Nontoxin_ChorrA_NucleolysinTIA_xng","Nontoxin","NT",22.59,29.25,22.91,37.62,28.0925
"ngenContig1294||sp|Q99NB8|UBQL4_MOUSE","Nontoxin","NT",10.03,12.48,8.42,21.53,13.115
"ngenContig1296||Nontoxin_ChorrA_PPCTIB_xng","Nontoxin","NT",1116.81,1698.2,1394.31,897.92,1276.81
