"gene_id","class","toxin_family","Cpetl-CLP2324","Cpetl-CLP2326","Cpetl-CLP2327","Average"
"Cpetl-CLP2326_PGaAMIso2_trinityContig35220_-_CDS","Nontoxin","NT",6.87,5.88,6.78,6.51
"Cpetl-CLP2326_PHOSPHO2_trinityContig47099_-_CDS","Nontoxin","NT",4.45,3.47,2.07,3.33
"Cpetl-CLP2326_PINAGT-Y_trinityContig43084_-_CDS","Nontoxin","NT",0,1.63,8.36,3.33
"Cpetl-CLP2326_PRPPSyn1_trinityContig64573_-_CDS","Nontoxin","NT",3.22,4.66,4.63,4.17
"Cpetl-CLP2326_PeroxisomalBiogen3_trinityContig46184_-_CDS","Nontoxin","NT",20.61,18.07,23.61,20.7633
"Cpetl-CLP2326_PeroxisomeBiogenesis2_trinityContig13359_-_CDS","Nontoxin","NT",3.34,3.97,3.77,3.6933
"Cpetl-CLP2326_PhosphorylatedAdapterRNAExport_trinityContig64033_-_CDS","Nontoxin","NT",14.6,10.9,18.05,14.5167
"Cpetl-CLP2326_PlateletAct-2_trinityContig56176_-_CDS","Nontoxin","NT",5.96,7.07,4.68,5.9033
"Cpetl-CLP2326_ProRichNRC2_trinityContig68387_-_CDS","Nontoxin","NT",31.92,16.25,55.19,34.4533
"Cpetl-CLP2326_ProSynthCoTr_trinityContig51911_-_CDS","Nontoxin","NT",3.73,3.76,4.45,3.98
"Cpetl-CLP2326_Qil1_trinityContig86100_-_CDS","Nontoxin","NT",8.52,15.53,18.04,14.03
"Cpetl-CLP2326_RFT1_trinityContig89461_-_CDS","Nontoxin","NT",4.13,4.96,4.78,4.6233
"Cpetl-CLP2326_RetinoicAcidInduced3_trinityContig19440_-_CDS","Nontoxin","NT",7.48,6.93,13.84,9.4167
"Cpetl-CLP2326_RibonucleaseP-p14-1_trinityContig56079_-_CDS","Nontoxin","NT",3.33,3.43,2.99,3.25
"Cpetl-CLP2326_RpS10_trinityContig32367_-_CDS","Nontoxin","NT",673.78,1086.64,771.78,844.0667
"Cpetl-CLP2326_SCAN3-2_trinityContig51309_-_CDS","Nontoxin","NT",6.83,6.42,5.84,6.3633
"Cpetl-CLP2326_SerThrKin-RIO1_trinityContig17028_-_CDS","Nontoxin","NT",4.5,4.79,3.28,4.19
"Cpetl-CLP2326_Sphingosine1_trinityContig41450_-_CDS","Nontoxin","NT",4.65,5.04,7.28,5.6567
"Cpetl-CLP2326_Surfeit6_ngenContig166_-_CDS","Nontoxin","NT",3.88,16.99,4.03,8.3
"Cpetl-CLP2326_TGFBegr_trinityContig71382_-_CDS","Nontoxin","NT",3.23,2.03,2.52,2.5933
"Cpetl-CLP2326_THO-1_trinityContig75640_-_CDS","Nontoxin","NT",7.89,7.12,6.87,7.2933
"Cpetl-CLP2326_THO-4_trinityContig83606_-_CDS","Nontoxin","NT",25.3,22.79,20.5,22.8633
"Cpetl-CLP2326_TIF-TFIID9_trinityContig45792_-_CDS","Nontoxin","NT",4.84,4.34,6,5.06
"Cpetl-CLP2326_TMP-126A_trinityContig27669_-_CDS","Nontoxin","NT",14.44,19.82,19.17,17.81
"Cpetl-CLP2326_TMP-19_trinityContig32651_-_CDS","Nontoxin","NT",3.43,4.33,4.26,4.0067
"Cpetl-CLP2326_TMP-50B_trinityContig69355_-_CDS","Nontoxin","NT",2.43,6.13,7.12,5.2267
"Cpetl-CLP2326_TMP18_trinityContig40557_-_CDS","Nontoxin","NT",6.84,6.64,5.59,6.3567
"Cpetl-CLP2326_TMP41B_trinityContig61541_-_CDS","Nontoxin","NT",169.11,219.03,161.04,183.06
"Cpetl-CLP2326_TMP97_trinityContig9401_-_CDS","Nontoxin","NT",43.28,58.51,40.85,47.5467
"Cpetl-CLP2326_TP53_trinityContig95800_-_CDS","Nontoxin","NT",15.85,35.37,29.07,26.7633
"Cpetl-CLP2326_TRIQK_trinityContig53463_-_CDS","Nontoxin","NT",39.59,36.54,33.46,36.53
"Cpetl-CLP2326_TraffPP2_trinityContig27645_-_CDS","Nontoxin","NT",9.57,12.75,12.1,11.4733
"Cpetl-CLP2326_Trifunctional-b_trinityContig1705_-_CDS","Nontoxin","NT",22.88,23.07,25.32,23.7567
"Cpetl-CLP2326_TubChaperoneE_trinityContig77435_-_CDS","Nontoxin","NT",2.81,3.62,3.63,3.3533
"Cpetl-CLP2326_TumorDiffExp2_ngenContig7328_-_CDS","Nontoxin","NT",18.9,15.14,21.62,18.5533
"Cpetl-CLP2326_TwistedGastrulation_trinityContig24967_-_CDS","Nontoxin","NT",7.08,9.21,8.64,8.31
"Cpetl-CLP2326_UNC50-1_trinityContig76137_-_CDS","Nontoxin","NT",5.24,7.7,6.45,6.4633
"Cpetl-CLP2326_UbLigActNFKB1_ngenContig1632_-_CDS","Nontoxin","NT",4.04,7.33,5.13,5.5
"Cpetl-CLP2326_UbLigRNF13_trinityContig61924_-_CDS","Nontoxin","NT",9.54,7.36,10.28,9.06
"Cpetl-CLP2326_UbiqLig-MARCH7-1_trinityContig14532_-_CDS","Nontoxin","NT",5.51,5.12,5.85,5.4933
"Cpetl-CLP2326_UbiqLig-RNF125_trinityContig22831_-_CDS","Nontoxin","NT",5.93,3.92,2.33,4.06
"Cpetl-CLP2326_UbiqLig-RNF130_trinityContig73463_-_CDS","Nontoxin","NT",8.07,12.79,9.85,10.2367
"Cpetl-CLP2326_UropIIISynth_trinityContig79030_-_CDS","Nontoxin","NT",3.55,4.34,6.15,4.68
"Cpetl-CLP2326_WD-SAM-UBox1_trinityContig77585_-_CDS","Nontoxin","NT",4.48,4.73,6.19,5.1333
"Cpetl-CLP2326_ZIP9_ngenContig4166_-_CDS","Nontoxin","NT",22.51,23.51,30.84,25.62
"Cpetl-CLP2326_dsRNAStauf1_trinityContig9795_-_CDS","Nontoxin","NT",40.14,43.41,43.83,42.46
"Cpetl-CLP2326_gemAsc8_trinityContig51400_-_CDS","Nontoxin","NT",6.43,7.54,8.29,7.42
"Cpetl-CLP2326_hemkMet1_trinityContig58638_-_CDS","Nontoxin","NT",2.66,3.35,2.3,2.77
"Cpetl-CLP2326_kinectina_trinityContig61187_-_CDS","Nontoxin","NT",18.34,19.55,17.79,18.56
"Cpetl-CLP2326_mFumarateHydratase_trinityContig27745_-_CDS","Nontoxin","NT",50.09,24.81,60.76,45.22
"Cpetl-CLP2326_mRpS6_trinityContig52365_-_CDS","Nontoxin","NT",15.24,26.48,17.99,19.9033
"Cpetl-CLP2326_mUniquinone8_trinityContig45095_-_CDS","Nontoxin","NT",11.23,17.94,10.49,13.22
"Cpetl-CLP2326_mpsOneBinderKin3_trinityContig67131_-_CDS","Nontoxin","NT",17.83,13.25,15.57,15.55
"Cpetl-CLP2326_peroxiredoxin5_trinityContig30921_-_CDS","Nontoxin","NT",7.64,4.42,4.12,5.3933
"Cpetl-CLP2326_ufmProtease2_trinityContig77422_-_CDS","Nontoxin","NT",8.11,8.07,10.75,8.9767
"Cpetl-CLP2327_AuroraKin_trinityContig27134_-_CDS","Nontoxin","NT",8.55,15.1,6.07,9.9067
"Cpetl-CLP2327_CLN8_trinityContig14172_-_CDS","Nontoxin","NT",4.78,3.23,3.75,3.92
"Cpetl-CLP2327_CaRegHSP1_trinityContig18919_-_CDS","Nontoxin","NT",2.2,3.03,4.33,3.1867
"Cpetl-CLP2327_DNADamage3_trinityContig3600_-_CDS","Nontoxin","NT",11.06,6.21,24.51,13.9267
"Cpetl-CLP2327_Microfib5_trinityContig37190_-_CDS","Nontoxin","NT",0.54,1.28,6.11,2.6433
"Cpetl-CLP2327_PhosphatidylNtransP_trinityContig41207_-_CDS","Nontoxin","NT",5.48,4.07,3.85,4.4667
"Cpetl-CLP2327_RWD1_ngenContig1288_-_CDS","Nontoxin","NT",20.15,38.16,22.74,27.0167
"Cpetl-CLP2327_SerThrKin-VRK3_trinityContig40372_-_CDS","Nontoxin","NT",6.88,3.58,7.92,6.1267
"Cpetl-CLP2327_TIF6_trinityContig10004_-_CDS","Nontoxin","NT",19.59,21.8,18.46,19.95
"Cpetl-CLP2327_TrypRch_trinityContig31254_-_CDS","Nontoxin","NT",3.54,7.86,9.75,7.05
"Cpetl-CLP2327_mRpL50_trinityContig34007_-_CDS","Nontoxin","NT",30.63,28.81,27.45,28.9633
"Cpetl-CLP2327_rRNAMat_trinityContig34185_-_CDS","Nontoxin","NT",2.27,4.28,3.58,3.3767
"TOXIN_Cpetl-CLP2324_LAAO-1_extenderContig103_-_CDS","Toxin","LAAO",9956.52,6574.55,7104.27,7878.4467
"TOXIN_Cpetl-CLP2324_SVSP-13a_extenderContig249_-_CDS","Toxin","SVSP",10384.02,5307.12,12890.92,9527.3533
"TOXIN_Cpetl-CLP2326_SVMPII-5a_extenderContig326_-_CDS","Toxin","SVMPII",19348.26,17718.47,7604.44,14890.39
"TOXIN_extenderContig101||Cpetl-CLP2327ext_SVSP-3_extContig412_SVSP","Toxin","SVSP",1145.03,586.17,2470.68,1400.6267
"TOXIN_extenderContig104||Cpetl-CLP2326ext_SVMPI_extContig490_SVMPI","Toxin","SVMPI",140585.66,108955.49,97004.77,115515.3067
"TOXIN_extenderContig104||Cpetl-CLP2327ext_SVMPIII-1_extContig287_SVMPIII","Toxin","SVMPIII",11.99,42.78,13594.67,4549.8133
"TOXIN_extenderContig106||Cpetl-CLP2327ext_SVSP_extContig12_SVSP","Toxin","SVSP",27601.78,48831.35,49007.51,41813.5467
"TOXIN_extenderContig109||Cpetl-CLP2326ext_SVMPII_extContig484_SVMPII","Toxin","SVMPII",8130.26,8292.54,43.86,5488.8867
"TOXIN_extenderContig11||Ctzot-CLP2383trinity_PLA2-4_trinityContig556_PLA2","Toxin","PLA2",78456.17,10747.93,4977.09,31393.73
"TOXIN_extenderContig131||Cpetl-CLP2326ext_SVMPIII-5a_extContig491_SVMPIII","Toxin","SVMPIII",14294.97,15899.61,20077.1,16757.2267
"TOXIN_extenderContig134||Cpetl-CLP2327ngen_SVSP_ngenContig1397_SVSP","Toxin","SVSP",718.75,2302.22,2742.92,1921.2967
"TOXIN_extenderContig135||Cgodm-CLP2362ext_CTL-3_extContig348_CTL","Toxin","CTL",8962.34,2022.24,2326.99,4437.19
"TOXIN_extenderContig148||Cpetl-CLP2327trinity_CTL-9a_trinityContig15702_CTL","Toxin","CTL",39915.92,33182.32,45359.57,39485.9367
"TOXIN_extenderContig160||Ctzot-CLP2383ext_SVSP-1a_extContig341_SVSP","Toxin","SVSP",2112.65,1591.49,3429.73,2377.9567
"TOXIN_extenderContig161||Ctzot-CLP2383trinity_NGF-1_trinityContig20914_NGF","Toxin","NGF",2272.58,2617.74,1881.62,2257.3133
"TOXIN_extenderContig165||Cpetl-CLP2327ext_SVMPII-6a_extContig513_SVMPII","Toxin","SVMPII",5435.24,0.51,14244.65,6560.1333
"TOXIN_extenderContig171||Cpetl-CLP2327ext_SVMPIII_extContig431_SVMPIII","Toxin","SVMPIII",8010.17,8540.11,10176.82,8909.0333
"TOXIN_extenderContig184||Cpetl-CLP2327ext_SVMPIII_extContig97_SVMPIII","Toxin","SVMPIII",10945.99,13857.97,9449.54,11417.8333
"TOXIN_extenderContig186||Cpetl-CLP2327ext_SVMPII-1_extContig325_SVMPII","Toxin","SVMPII",224.19,258.58,7534.93,2672.5667
"TOXIN_extenderContig187||Osphe-CLP2369trin_CTL-2_trin51201_CTL","Toxin","CTL",15700.79,4748.27,3568.6,8005.8867
"TOXIN_extenderContig18||Cpetl-CLP2327trinity_BPP-1a_trinityContig27180_BPP","Toxin","BPP",37777.61,33984.51,39163.67,36975.2633
"TOXIN_extenderContig191||Cpetl-CLP2327ngen_PLA2_ngenContig18_PLA2","Toxin","PLA2",124968.5,204818.82,139710.17,156499.1633
"TOXIN_extenderContig200||Ctzot-CLP2364_SVSP_extContig263_SVSP","Toxin","SVSP",2534.79,1843.89,2776.34,2385.0067
"TOXIN_extenderContig201||Cpetl-CLP2327ext_SVMPIII-6_extContig69_SVMPIII","Toxin","SVMPIII",5701.02,3.08,12620.73,6108.2767
"TOXIN_extenderContig210||Cpetl-CLP2327ext_SVSP-13a_extContig4_SVSP","Toxin","SVSP",4824.93,5978.31,14436.69,8413.31
"TOXIN_extenderContig225||Cpetl-CLP2327trinity_CTL-5_trinityContig15707_CTL","Toxin","CTL",6230.87,1444.28,2624.95,3433.3667
"TOXIN_extenderContig236||Cpetl-CLP2326ext_SVMPII-1_extContig16_SVMPII","Toxin","SVMPII",59386.18,98643.84,75809.79,77946.6033
"TOXIN_extenderContig252||Cgodm-CLP2362ext_SVMPII-6a_extContig587_SVMPII","Toxin","SVMPII",506.93,12.34,527.22,348.83
"TOXIN_extenderContig265||Cpetl-CLP2327ext_SVMPIII_extContig169_SVMPIII","Toxin","SVMPIII",31434.57,25256.01,47797.79,34829.4567
"TOXIN_extenderContig300||Cpetl-CLP2327ext_SVSP_extContig309_SVSP","Toxin","SVSP",1519.49,738.23,5097.46,2451.7267
"TOXIN_extenderContig315||Cpetl-CLP2327ext_SVSP_extContig251_SVSP","Toxin","SVSP",377.3,136.79,1401.91,638.6667
"TOXIN_extenderContig335||Cpetl-CLP2327ext_SVMPII_extContig48_SVMPII","Toxin","SVMPII",28635.62,23592.81,32033.88,28087.4367
"TOXIN_extenderContig434||Cpetl-CLP2326trinity_SVSP-13a_trinityContig88036_SVSP","Toxin","SVSP",9750.84,4625.32,19206.83,11194.33
"TOXIN_extenderContig68||Cpetl-CLP2326ext_SVMPII-6a_extContig139_SVMPII","Toxin","SVMPII",40597.33,42689.61,28336.05,37207.6633
"TOXIN_extenderContig6||Cpetl-CLP2327ext_SVMPII_extContig401_SVMPII","Toxin","SVMPII",3329.45,27.14,7087.38,3481.3233
"TOXIN_extenderContig80||CscutCLP2111ngen_CTL-5_Contig7_CTL","Toxin","CTL",3618.81,1239.67,1828.05,2228.8433
"TOXIN_extenderContig87||Cpetl-CLP2327ext_SVSP_extContig483_SVSP","Toxin","SVSP",2171.65,1327.19,2560.24,2019.6933
"TOXIN_ngenContig1816||Ctzot-CLP2366ngen_SVSP-4_ngenContig4996_SVSP","Toxin","SVSP",154.27,152.96,230.84,179.3567
"TOXIN_ngenContig1822||Cpetl-CLP2327ngen_PLA2_ngenContig18_PLA2","Toxin","PLA2",135.51,250.39,156.45,180.7833
"TOXIN_ngenContig2286||CcerbCLP2163ngen_PLA2-2a_Contig939_PLA2","Toxin","PLA2",521.71,33.44,47.54,200.8967
"TOXIN_ngenContig2316||Cpetl-CLP2327ext_SVMPII-9a_extContig262_SVMPII","Toxin","SVMPII",27630.15,27512.48,30512.85,28551.8267
"TOXIN_ngenContig2351||Cpetl-CLP2324ext_SVMPIII-1_extContig491_SVMPIII","Toxin","SVMPIII",1873.85,0.93,3302.02,1725.6
"TOXIN_ngenContig2654||Cpetl-CLP2327trinity_CTL-2_trinityContig15705_CTL","Toxin","CTL",3979.75,7423.86,4771.51,5391.7067
"TOXIN_ngenContig2660||CpricCLP2148ngen_CTL-5_Contig27_CTL","Toxin","CTL",1283.72,1186.03,695.52,1055.09
"TOXIN_ngenContig3585||Cpetl-CLP2326ngen_NUC-1_ngenContig9857_NUC","Toxin","NUC",1722.2,1270.47,837.33,1276.6667
"TOXIN_trinityContig13949||Cgodm-CLP2388trinity_KUN-1_trinityContig23653_KUN","Toxin","KUN",262.47,338.7,240.37,280.5133
"TOXIN_trinityContig14167||Cpetl-CLP2327trinity_3FTx_trinityContig4289_3FTx","Toxin","3FTx",1949.49,2159.94,3473.21,2527.5467
"TOXIN_trinityContig229||Cpetl-CLP2327trinity_VEGF-1a_trinityContig27389_VEGF","Toxin","VEGF",375.2,236.64,32.51,214.7833
"TOXIN_trinityContig304||Mmela-CLP2348_PLB-1_ngencontig2495_PLB","Toxin","PLB",2902.28,2590.99,3089.01,2860.76
"TOXIN_trinityContig34575||Cpetl-CLP2327trinity_PDE-1a_trinityContig39861_PDE","Toxin","PDE",475.99,592.44,366.95,478.46
"TOXIN_trinityContig34578||Browl-CLP2475_PDE_trinContig31446_PDE","Toxin","PDE",212.73,564.6,397.38,391.57
"TOXIN_trinityContig48188||Bauri-CLP2481_PLA2_trinContig28475_PLA2","Toxin","PLA2",32.68,86.51,178.06,99.0833
"TOXIN_trinityContig614||Cpetl-CLP2326trinity_HYAL-1_trinityContig11494_HYAL","Toxin","HYAL",145.51,186.17,123.18,151.62
"extenderContig10||sp|P69090.2|","Nontoxin","NT",893.75,985.12,1063.87,980.9133
"extenderContig170||Calreticulin","Nontoxin","NT",2018.99,1692.24,2078.92,1930.05
"extenderContig189||sp|P10126.3|","Nontoxin","NT",1649.71,1462.92,2068.59,1727.0733
"extenderContig189||sp|Q98953.1|","Nontoxin","NT",4733.19,4677.13,4443.36,4617.8933
"extenderContig22||sp|A1XQU5.1|","Nontoxin","NT",908.19,766.51,955.45,876.7167
"extenderContig374||287486at32523","Nontoxin","NT",2127.81,1929.42,1754.06,1937.0967
"extenderContig382||sp|E2QXF3.1|","Nontoxin","NT",862.19,713.4,1152.87,909.4867
"extenderContig384||sp|Q5R5B6.1|","Nontoxin","NT",3532.9,1841.54,3955.23,3109.89
"extenderContig399||sp|Q56K10.3|","Nontoxin","NT",1423.68,1669.36,1358.7,1483.9133
"ngenContig1001||PGM_PMM_III","Nontoxin","NT",14.89,13.05,14.03,13.99
"ngenContig1005||sp|Q4R503.1|","Nontoxin","NT",38.7,38.85,36.07,37.8733
"ngenContig1012||sp|Q5R548.1|","Nontoxin","NT",29.62,21.42,30.66,27.2333
"ngenContig1015||sp|Q5ZIQ3.1|","Nontoxin","NT",41.32,36.08,44.76,40.72
"ngenContig1021||242480at32523__LUC7","Nontoxin","NT",8.92,10.5,8.66,9.36
"ngenContig1024||sp|P51903.2|","Nontoxin","NT",31.37,37.16,46.49,38.34
"ngenContig1029||sp|Q6NUQ1.1|","Nontoxin","NT",4.29,9.36,5.9,6.5167
"ngenContig1030||sp|Q3MHR7.1|","Nontoxin","NT",38.86,51.81,38.29,42.9867
"ngenContig1031||sp|P0C0U7.1|","Nontoxin","NT",100.93,11.51,103.63,72.0233
"ngenContig1051||298630at32523","Nontoxin","NT",22.23,27.87,19.79,23.2967
"ngenContig1059||sp|P62959.5|","Nontoxin","NT",50.93,79.95,49.83,60.2367
"ngenContig105||sp|Q924H5.1|","Nontoxin","NT",15.3,19.38,19.35,18.01
"ngenContig1060||XTBD","Nontoxin","NT",57.24,65.6,60.78,61.2067
"ngenContig1082||sp|P53567.1|","Nontoxin","NT",35.03,21.32,39.41,31.92
"ngenContig1089||sp|Q3ZBG7.1|","Nontoxin","NT",22.77,43.11,23.05,29.6433
"ngenContig1092||sp|Q9CZX9.1|","Nontoxin","NT",34.82,55.93,37.92,42.89
"ngenContig1098||sp|Q0P5A1.1|","Nontoxin","NT",30.6,33.92,36.97,33.83
"ngenContig1110||250096at32523","Nontoxin","NT",22.1,22,34.6,26.2333
"ngenContig1110||sp|P12268.2|","Nontoxin","NT",16.75,13.68,16.1,15.51
"ngenContig1113||sp|Q96G03.4|","Nontoxin","NT",16.02,11.98,16.34,14.78
"ngenContig1114||sp|Q5F362.1|","Nontoxin","NT",16.82,13.95,17.97,16.2467
"ngenContig112||sp|Q3THS6.2|","Nontoxin","NT",3.71,9.54,4.35,5.8667
"ngenContig1148||289591at32523","Nontoxin","NT",35.8,18.72,22.76,25.76
"ngenContig1148||sp|Q5ZJF1.1|","Nontoxin","NT",14.84,18.39,18.38,17.2033
"ngenContig114||COX4","Nontoxin","NT",52.41,82.44,57.06,63.97
"ngenContig1164||282571at32523","Nontoxin","NT",32.52,23.3,41.68,32.5
"ngenContig1183||sp|Q8IY57.3|","Nontoxin","NT",6.35,15.08,4.02,8.4833
"ngenContig1193||sp|P61282.1|","Nontoxin","NT",113.59,51.96,61.05,75.5333
"ngenContig1205||sp|Q5RCQ0.1|","Nontoxin","NT",5.89,6.31,7.84,6.68
"ngenContig1210||sp|Q5E9B2.1|","Nontoxin","NT",4.15,9.59,9.31,7.6833
"ngenContig1247||Ribosom_S12_S23","Nontoxin","NT",59.12,102.35,68.86,76.7767
"ngenContig124||246399at32523","Nontoxin","NT",0,0.21,1.36,0.5233
"ngenContig125||sp|Q6P7Q4.3|","Nontoxin","NT",31.34,38.95,41.84,37.3767
"ngenContig1297||sp|Q9ULR5.2|","Nontoxin","NT",66.87,31.29,59.94,52.7
"ngenContig1306||sp|Q6DUZ9.1|","Nontoxin","NT",3.04,6.29,5.22,4.85
"ngenContig1327||sp|P67774.1|","Nontoxin","NT",15.21,14.49,17.81,15.8367
"ngenContig1329||sp|Q3MHR3.1|","Nontoxin","NT",27.08,16.67,33.87,25.8733
"ngenContig1349||sp|Q9D7W5.1|","Nontoxin","NT",4.56,5.86,6.17,5.53
"ngenContig1358||sp|Q3SZV5.1|","Nontoxin","NT",44.89,62.48,52.46,53.2767
"ngenContig1399||sp|Q3T0M0.1|","Nontoxin","NT",30.96,42.44,29.78,34.3933
"ngenContig1399||sp|Q5F425.1|","Nontoxin","NT",7.98,9.37,9.38,8.91
"ngenContig1400||sp|O95563.1|","Nontoxin","NT",45.9,78.52,60.14,61.52
"ngenContig1415||sp|Q5BJX0.3|","Nontoxin","NT",9.32,9.1,8.21,8.8767
"ngenContig1417||Kinesin","Nontoxin","NT",1.61,5.69,0.91,2.7367
"ngenContig141||sp|P62837.1|","Nontoxin","NT",29.67,23.82,41.4,31.63
"ngenContig142||sp|P15170.1|","Nontoxin","NT",43.57,41.81,51.53,45.6367
"ngenContig1431||sp|O00422.1|","Nontoxin","NT",36.45,39.2,33.5,36.3833
"ngenContig1437||sp|P48427.3|","Nontoxin","NT",43.34,76.76,45.14,55.08
"ngenContig1444||185964at32523__Rab_eff_C","Nontoxin","NT",0.05,0,4.75,1.6
"ngenContig1446||sp|Q6P1N9.2|","Nontoxin","NT",7.79,8.09,5.19,7.0233
"ngenContig1447||sp|P50103.2|","Nontoxin","NT",19.1,12.43,6.53,12.6867
"ngenContig144||83582at32523__DUF2152","Nontoxin","NT",27.42,18.7,18.66,21.5933
"ngenContig144||sp|P62820.3|","Nontoxin","NT",23.93,20.96,25.07,23.32
"ngenContig1478||250880at32523","Nontoxin","NT",18.95,21.19,26.6,22.2467
"ngenContig1492||242105at32523","Nontoxin","NT",5.34,4.85,5.14,5.11
"ngenContig149||sp|P62736.1|","Nontoxin","NT",2.24,8.23,3.37,4.6133
"ngenContig1534||sp|Q5R882.1|","Nontoxin","NT",14.22,11.51,12.13,12.62
"ngenContig1537||sp|Q13442.1|","Nontoxin","NT",20.51,20.92,23.53,21.6533
"ngenContig1538||252338at32523","Nontoxin","NT",21.73,9.31,18.87,16.6367
"ngenContig1563||LRAT","Nontoxin","NT",31.15,25.54,26.86,27.85
"ngenContig156||sp|Q5ZIM5.1|","Nontoxin","NT",7.54,6.82,9.01,7.79
"ngenContig1585||241552at32523__Chromo_shadow","Nontoxin","NT",20.55,17.74,25.73,21.34
"ngenContig1627||DUF1180","Nontoxin","NT",3.62,16.9,7.9,9.4733
"ngenContig1652||RL10P_insert","Nontoxin","NT",4.87,12.49,6.94,8.1
"ngenContig165||259622at32523__adh_short","Nontoxin","NT",31.12,28.08,30.35,29.85
"ngenContig1670||sp|P67883.2|","Nontoxin","NT",697.8,1078.28,654.53,810.2033
"ngenContig1675||PAF-AH_p_II","Nontoxin","NT",30.89,22.38,33.42,28.8967
"ngenContig1677||sp|Q13217.1|","Nontoxin","NT",192,97.21,386.68,225.2967
"ngenContig1679||sp|Q98TX1.3|","Nontoxin","NT",532.11,848.3,496.55,625.6533
"ngenContig167||207164at32523","Nontoxin","NT",31.12,25.84,24.57,27.1767
"ngenContig1684||sp|Q96QK8.1|","Nontoxin","NT",100.78,98.53,116.62,105.31
"ngenContig1686||sp|Q9P2W9.1|","Nontoxin","NT",9.43,7.73,10.06,9.0733
"ngenContig168||92478at32523__PHR","Nontoxin","NT",9.28,9.76,13.18,10.74
"ngenContig168||sp|Q8R3U1.2|","Nontoxin","NT",21.76,19.48,19.88,20.3733
"ngenContig1696||sp|P51912.2|","Nontoxin","NT",70.78,25.92,111.23,69.31
"ngenContig1698||sp|O43488.3|","Nontoxin","NT",8.44,11.69,5.96,8.6967
"ngenContig16||sp|Q5ZJ60.1|","Nontoxin","NT",15.09,17.86,14.93,15.96
"ngenContig1702||PAP2","Nontoxin","NT",31.21,32.03,40.87,34.7033
"ngenContig1704||TMA7","Nontoxin","NT",402.15,652.21,319.23,457.8633
"ngenContig1707||284944at32523","Nontoxin","NT",12.74,10.5,15.58,12.94
"ngenContig1709||196473at32523","Nontoxin","NT",115.71,76.13,146.18,112.6733
"ngenContig1712||213950at32523","Nontoxin","NT",4.46,12.21,3.95,6.8733
"ngenContig1719||282478at32523__ubiquitin","Nontoxin","NT",486.36,521.1,664.64,557.3667
"ngenContig1720||sp|P0C273.2|","Nontoxin","NT",546.31,1112.29,616.64,758.4133
"ngenContig1721||sp|P0CG47.1|","Nontoxin","NT",669.08,746.18,862.31,759.19
"ngenContig1726||193058at32523","Nontoxin","NT",52.49,25.21,36.02,37.9067
"ngenContig1729||256267at32523__RRM_1","Nontoxin","NT",6.7,7.84,8.76,7.7667
"ngenContig1730||sp|Q9EPH8.1|","Nontoxin","NT",191.57,176.6,157.47,175.2133
"ngenContig1734||sp|P27449.1|","Nontoxin","NT",133.82,125.38,115.71,124.97
"ngenContig1737||sp|Q91ZQ0.1|","Nontoxin","NT",70.83,58.73,154.56,94.7067
"ngenContig173||sp|Q3T196.1|","Nontoxin","NT",30.77,70.2,32.47,44.48
"ngenContig1741||sp|Q86YB8.2|","Nontoxin","NT",182.96,78.72,248.56,170.08
"ngenContig1742||sp|Q8JG64.1|","Nontoxin","NT",774.98,774.95,922.02,823.9833
"ngenContig1749||sp|Q9ESM7.1|","Nontoxin","NT",45.51,20.81,114.91,60.41
"ngenContig1753||sp|Q5ZJ73.1|","Nontoxin","NT",258.27,212.94,189.29,220.1667
"ngenContig1754||191941at32523","Nontoxin","NT",434.79,1117.78,573.74,708.77
"ngenContig1758||256267at32523__U1snRNP70_N","Nontoxin","NT",42.63,30.14,28.4,33.7233
"ngenContig1759||sp|Q4R6D3.1|","Nontoxin","NT",13.29,15.72,21.32,16.7767
"ngenContig1764||sp|P16924.1|","Nontoxin","NT",31.32,31.13,33.06,31.8367
"ngenContig1769||20531at32523__Gelsolin","Nontoxin","NT",118.51,37.03,108.07,87.87
"ngenContig1770||196197at32523__SRCR","Nontoxin","NT",395.11,8.51,179.84,194.4867
"ngenContig1772||sp|Q8TCD5.2|","Nontoxin","NT",4.72,11.47,2.28,6.1567
"ngenContig1773||sp|Q6P7P5.1|","Nontoxin","NT",112.56,110.28,104.66,109.1667
"ngenContig1776||sp|P67936.3|","Nontoxin","NT",123.98,152.99,127.55,134.84
"ngenContig177||sp|Q5ZK10.1|","Nontoxin","NT",11.02,11.18,10.54,10.9133
"ngenContig1783||sp|Q8BHG3.1|","Nontoxin","NT",29.97,20.5,33.48,27.9833
"ngenContig1785||sp|Q02543.2|","Nontoxin","NT",690.86,814.62,614.86,706.78
"ngenContig1798||181245at32523","Nontoxin","NT",4.76,8.43,8.9,7.3633
"ngenContig179||275885at32523__TFIIA","Nontoxin","NT",9.94,7.98,8.83,8.9167
"ngenContig1802||253283at32523","Nontoxin","NT",264.38,99.51,296.17,220.02
"ngenContig1823||sp|P62266.3|","Nontoxin","NT",446.03,546.26,443.19,478.4933
"ngenContig1824||sp|O15541.1|","Nontoxin","NT",12.1,11.24,16.51,13.2833
"ngenContig1825||Ribosomal_S26e","Nontoxin","NT",511.08,1099.61,530.7,713.7967
"ngenContig1828||sp|Q9R064.3|","Nontoxin","NT",47.36,51.74,52.02,50.3733
"ngenContig182||sp|Q8WYA6.1|","Nontoxin","NT",11.76,11.96,11.05,11.59
