"gene_id","class","toxin_family","Cgodm-CLP2359","Cgodm-CLP2360","Cgodm-CLP2362","Cgodm-CLP2377","Cgodm-CLP2378","Cgodm-CLP2388","Average"
"Cgodm-CLP2360_mpsOneBinderKin3_trinityContig8022_-_CDS","Nontoxin","NT",11.72,26.4,27.26,49.22,19.05,51.97,30.9367
"Cgodm-CLP2360_peroxiredoxin5_trinityContig44234_-_CDS","Nontoxin","NT",20.94,14.91,12.56,69.63,20.75,32.32,28.5183
"Cgodm-CLP2362_39SL21_trinityContig15415_-_CDS","Nontoxin","NT",5.9,22.96,30.27,68.95,26.42,25.09,29.9317
"Cgodm-CLP2362_Autophagy5_trinityContig29065_-_CDS","Nontoxin","NT",4.04,8.27,11.65,15.7,10.78,9.62,10.01
"Cgodm-CLP2362_CCHCCHD7_trinityContig38251_-_CDS","Nontoxin","NT",16.37,21.63,29.39,22.14,46.87,27.08,27.2467
"Cgodm-CLP2362_CIKS_trinityContig36392_-_CDS","Nontoxin","NT",6.1,9.64,11.9,10.6,9.58,13.55,10.2283
"Cgodm-CLP2362_ClassW_trinityContig36525_-_CDS","Nontoxin","NT",2.21,3.88,6.64,8.43,6.02,6.86,5.6733
"Cgodm-CLP2362_ClathrinInt1_ngenContig2496_-_CDS","Nontoxin","NT",10.11,17.19,15.78,31.47,17.48,25.74,19.6283
"Cgodm-CLP2362_Clusterin_ngenContig2685_-_CDS","Nontoxin","NT",8.51,9.49,14.65,11.34,8.39,7.63,10.0017
"Cgodm-CLP2362_CoAReductase_trinityContig26234_-_CDS","Nontoxin","NT",4.03,6.33,16.39,13.67,6.24,8.2,9.1433
"Cgodm-CLP2362_CytCCuChap_trinityContig11026_-_CDS","Nontoxin","NT",59.83,305.2,125.92,322.49,85.74,395.54,215.7867
"Cgodm-CLP2362_DDB1-CUL4-13_trinityContig45831_-_CDS","Nontoxin","NT",1.27,3.32,5.59,9.71,5.27,5.49,5.1083
"Cgodm-CLP2362_DNADamageMod2_trinityContig29128_-_CDS","Nontoxin","NT",1.02,4.34,4.63,6.14,8.35,6.73,5.2017
"Cgodm-CLP2362_DehydrocholesterolRed_trinityContig1943_-_CDS","Nontoxin","NT",1.01,1.42,19.4,51.31,2.15,1.95,12.8733
"Cgodm-CLP2362_FibronectinIII-3B_trinityContig20101_-_CDS","Nontoxin","NT",4.1,5.62,9.62,10.25,10.44,4.66,7.4483
"Cgodm-CLP2362_GILT_trinityContig1163_-_CDS","Nontoxin","NT",6.74,2.39,10.03,32.03,20.58,11.03,13.8
"Cgodm-CLP2362_GlucFrucOxidoreductase2_trinityContig21874_-_CDS","Nontoxin","NT",1.83,4.09,5.23,17.8,7.67,14.37,8.4983
"Cgodm-CLP2362_GuanineBinding-g12_trinityContig41823_-_CDS","Nontoxin","NT",9.77,3.61,5.94,22.15,12.56,15.96,11.665
"Cgodm-CLP2362_IMP-GPR155_trinityContig7440_-_CDS","Nontoxin","NT",10.65,22.31,17.25,13.56,10.41,15.27,14.9083
"Cgodm-CLP2362_Kin17-1_trinityContig6301_-_CDS","Nontoxin","NT",2.95,5.73,4.8,4.24,4.3,7.5,4.92
"Cgodm-CLP2362_LMBR1-2_trinityContig42495_-_CDS","Nontoxin","NT",3.92,8.86,9.21,8.21,8.15,9.23,7.93
"Cgodm-CLP2362_LSm6_trinityContig25757_-_CDS","Nontoxin","NT",1.45,7.67,24.74,15.18,21.41,25.33,15.9633
"Cgodm-CLP2362_Limb1_trinityContig12788_-_CDS","Nontoxin","NT",2.29,5.73,3.6,6.88,4.06,11.72,5.7133
"Cgodm-CLP2362_LysocardiolipinAT_trinityContig23165_-_CDS","Nontoxin","NT",1.11,3.75,4.08,6.68,3.28,7.71,4.435
"Cgodm-CLP2362_N-LysMethyltransferase-SMYD2_trinityContig32113_-_CDS","Nontoxin","NT",3.63,5.1,7.63,13.44,4.36,13.72,7.98
"Cgodm-CLP2362_NDRG3_trinityContig50355_-_CDS","Nontoxin","NT",6.89,8.15,13.24,13.2,9.64,15.47,11.0983
"Cgodm-CLP2362_PP-1A_trinityContig22108_-_CDS","Nontoxin","NT",4.01,6.88,8.92,12.25,10.06,12.38,9.0833
"Cgodm-CLP2362_PeroxisomalBiogen3_trinityContig49103_-_CDS","Nontoxin","NT",9.96,26.66,29.92,34.37,27.74,23.16,25.3017
"Cgodm-CLP2362_PlateletAct-2_trinityContig21903_-_CDS","Nontoxin","NT",3.22,5.4,7.48,9.43,6.63,8.25,6.735
"Cgodm-CLP2362_Pleckstrin-A8_trinityContig43829_-_CDS","Nontoxin","NT",1.93,4.41,4.42,9.19,8.67,6.13,5.7917
"Cgodm-CLP2362_ProRichNRC2_trinityContig24171_-_CDS","Nontoxin","NT",7.77,14.15,18.94,49.17,27.19,15.81,22.1717
"Cgodm-CLP2362_ProSynthCoTr_trinityContig39716_-_CDS","Nontoxin","NT",4.98,4.57,5.45,14.09,5.12,9.86,7.345
"Cgodm-CLP2362_ProteasomeY_trinityContig30193_-_CDS","Nontoxin","NT",53.36,44.9,95.31,207.91,87.3,87,95.9633
"Cgodm-CLP2362_RESTCorepressor3_trinityContig9036_-_CDS","Nontoxin","NT",4.69,5.38,7.11,13.15,8.23,9.93,8.0817
"Cgodm-CLP2362_RUNFYVE1_trinityContig33389_-_CDS","Nontoxin","NT",10.09,16.12,18.09,30.71,11.02,23.22,18.2083
"Cgodm-CLP2362_RibonucleaseP-p14-1_trinityContig32481_-_CDS","Nontoxin","NT",1.86,4.89,3.79,3.82,5,8.15,4.585
"Cgodm-CLP2362_TComplex1g_trinityContig7897_-_CDS","Nontoxin","NT",8.46,16.2,25.01,141.34,28.9,63.41,47.22
"Cgodm-CLP2362_TF-IIH-5_trinityContig29102_-_CDS","Nontoxin","NT",0,0,6.71,12.55,5.63,18.14,7.1717
"Cgodm-CLP2362_Trifunctional-b_trinityContig31400_-_CDS","Nontoxin","NT",10.26,15.35,15.16,28.1,18.61,24.51,18.665
"Cgodm-CLP2362_Tuftelin1_trinityContig3298_-_CDS","Nontoxin","NT",11.37,6.32,8.83,28.79,18.75,19.06,15.52
"Cgodm-CLP2362_UbLigRNF13_trinityContig2199_-_CDS","Nontoxin","NT",2.48,7.14,6.76,15.63,5.06,14.03,8.5167
"Cgodm-CLP2362_YEATS-4_trinityContig47187_-_CDS","Nontoxin","NT",5.17,10.37,15.06,29.88,12.4,20.38,15.5433
"Cgodm-CLP2362_mRpS9_trinityContig29645_-_CDS","Nontoxin","NT",3.04,7.18,7.16,16.34,6.08,12.18,8.6633
"Cgodm-CLP2362_stAR4_trinityContig24099_-_CDS","Nontoxin","NT",3.75,3.03,17.15,7.27,5.35,7.75,7.3833
"Cgodm-CLP2377_15kDaSeleno_trinityContig15539_-_CDS","Nontoxin","NT",91.21,234.13,138.83,244.49,114.83,229.51,175.5
"Cgodm-CLP2377_AuroraKin_trinityContig36629_-_CDS","Nontoxin","NT",3.45,4.63,5.85,16.91,10.24,10.96,8.6733
"Cgodm-CLP2377_BRO1-BROX_trinityContig45833_-_CDS","Nontoxin","NT",2.39,6.03,5.16,10.85,4.36,9.22,6.335
"Cgodm-CLP2377_Band5_trinityContig52791_-_CDS","Nontoxin","NT",4.11,5.88,4.51,10.65,4.82,13.73,7.2833
"Cgodm-CLP2377_CDC42-1_trinityContig32803_-_CDS","Nontoxin","NT",1.57,2.8,6.81,33.55,9.76,4,9.7483
"Cgodm-CLP2377_CDC424a_trinityContig49252_-_CDS","Nontoxin","NT",2.88,2.06,1.36,4.75,6.59,2.63,3.3783
"Cgodm-CLP2377_Cystatin-2_trinityContig27332_-_CDS","Nontoxin","NT",24.03,23.81,36.9,77.8,41.32,41.32,40.8633
"Cgodm-CLP2377_Dipep1_trinityContig38209_-_CDS","Nontoxin","NT",0.4,0.14,0.64,12.65,0.5,2.29,2.77
"Cgodm-CLP2377_DnaJC7_trinityContig52852_-_CDS","Nontoxin","NT",2.88,7.14,6.95,12.67,8.39,17.74,9.295
"Cgodm-CLP2377_FAM3D_ngenContig2711_-_CDS","Nontoxin","NT",1.24,3.85,7.53,64.95,3.42,6.42,14.5683
"Cgodm-CLP2377_IER2_trinityContig3689_-_CDS","Nontoxin","NT",2.49,5.46,3.36,11.37,4.73,8.34,5.9583
"Cgodm-CLP2377_InterferonReg_trinityContig11359_-_CDS","Nontoxin","NT",1.31,4.2,2.52,10.33,6.93,8.12,5.5683
"Cgodm-CLP2377_LOC100329601_ngenContig2576_-_CDS","Nontoxin","NT",697.96,4697.1,572.74,1182.8,1706.32,1732.32,1764.8733
"Cgodm-CLP2377_LeptinReceptor_trinityContig38006_-_CDS","Nontoxin","NT",8.5,20.54,10.99,28.13,11.66,30.34,18.36
"Cgodm-CLP2377_Man9GlcNAc2_trinityContig49551_-_CDS","Nontoxin","NT",2.27,3.41,2.7,6.01,2.95,7.91,4.2083
"Cgodm-CLP2377_Methyltransferase5_trinityContig143_-_CDS","Nontoxin","NT",4.34,9.34,16.07,23.05,8.09,12.31,12.2
"Cgodm-CLP2377_MyeLeuk2_trinityContig56770_-_CDS","Nontoxin","NT",6.62,8.92,7.69,30.11,9.36,10.65,12.225
"Cgodm-CLP2377_NaBileCotransporter7A_trinityContig45491_-_CDS","Nontoxin","NT",2.94,3.8,5.18,16.41,7.63,10.51,7.745
"Cgodm-CLP2377_Plasminogen_trinityContig10827_-_CDS","Nontoxin","NT",1765.69,5667.48,2177.25,3410.66,4758.49,6697.79,4079.56
"Cgodm-CLP2377_SerThrKin-VRK3_trinityContig6425_-_CDS","Nontoxin","NT",4.03,6.08,6.53,23.81,9.49,13.84,10.63
"Cgodm-CLP2377_Thioesterase4_trinityContig41646_-_CDS","Nontoxin","NT",2.89,4.38,5.54,13.82,13.2,1.64,6.9117
"Cgodm-CLP2377_UbLigMdm2_trinityContig59457_-_CDS","Nontoxin","NT",4.48,9.08,14.03,11.31,14.99,8.41,10.3833
"Cgodm-CLP2377_UbiqLig-MARCH7-1_trinityContig36572_-_CDS","Nontoxin","NT",3.29,4.59,5.8,15.15,7.74,10.43,7.8333
"Cgodm-CLP2377_dickkopf3_trinityContig46278_-_CDS","Nontoxin","NT",2.22,5.18,2.77,10.57,2.61,4.01,4.56
"Cgodm-CLP2377_gemAsc8_trinityContig12509_-_CDS","Nontoxin","NT",3.12,4.47,7.14,15.48,3.92,19.97,9.0167
"Cgodm-CLP2377_mRpL48_trinityContig21277_-_CDS","Nontoxin","NT",3.58,5.79,9.66,26.41,8.82,13.13,11.2317
"Cgodm-CLP2377_mRpS29_trinityContig48728_-_CDS","Nontoxin","NT",4.71,6.19,13.23,18.1,13.01,16.59,11.9717
"Cgodm-CLP2378_Arginyl-tRNASyn_trinityContig11296_-_CDS","Nontoxin","NT",5.53,17.91,18.97,36.1,16.51,28.23,20.5417
"Cgodm-CLP2378_C16orf70_trinityContig47215_-_CDS","Nontoxin","NT",2.79,2.98,5.2,6.51,9.22,8.22,5.82
"Cgodm-CLP2378_CDPglyceroltrans_trinityContig49239_-_CDS","Nontoxin","NT",1.34,2.24,2.46,4.73,5.07,1.63,2.9117
"Cgodm-CLP2378_CycCO6B1_ngenContig1203_-_CDS","Nontoxin","NT",0,0,0,0,29.69,0,4.9483
"Cgodm-CLP2378_DNADamage3_trinityContig28563_-_CDS","Nontoxin","NT",3.19,4.62,5.05,18.19,20.52,7.88,9.9083
"Cgodm-CLP2378_FAM36A_trinityContig58326_-_CDS","Nontoxin","NT",5.23,21.32,13.83,13.49,7.6,13.95,12.57
"Cgodm-CLP2378_SUN1-1_trinityContig31105_-_CDS","Nontoxin","NT",8.2,6.48,12.1,13.64,6.24,19.73,11.065
"Cgodm-CLP2378_TMP-188_trinityContig29127_-_CDS","Nontoxin","NT",0.51,2.33,3.01,1.07,3.88,4.04,2.4733
"Cgodm-CLP2378_UbiqLig-RNF125_trinityContig20051_-_CDS","Nontoxin","NT",1.32,1.07,2.69,3.61,3.88,1.71,2.38
"Cgodm-CLP2378_mMethylmalonicAciduriaD_trinityContig35271_-_CDS","Nontoxin","NT",4.53,6.42,6.53,12.77,8.39,9.2,7.9733
"Cgodm-CLP2388_ADPRibPyro_trinityContig21822_-_CDS","Nontoxin","NT",4.84,7.18,6.44,17.15,4.45,9.53,8.265
"Cgodm-CLP2388_Abhydrolase14A_trinityContig20389_-_CDS","Nontoxin","NT",4.55,7.91,3.13,20.25,5.37,9.74,8.4917
"Cgodm-CLP2388_AcetylglucosaminyltransA_trinityContig12642_-_CDS","Nontoxin","NT",2.36,4.95,6.49,3.91,1.56,19.17,6.4067
"Cgodm-CLP2388_CUGBP_trinityContig22005_-_CDS","Nontoxin","NT",2.4,5.33,6,13.91,6.38,11.39,7.5683
"Cgodm-CLP2388_Cing1_trinityContig6595_-_CDS","Nontoxin","NT",3.38,2.25,4.37,7.68,6.78,11.52,5.9967
"Cgodm-CLP2388_NDPKin7_trinityContig57946_-_CDS","Nontoxin","NT",2.21,2.65,4.78,11.66,3.27,12.42,6.165
"Cgodm-CLP2388_PAC2_trinityContig44893_-_CDS","Nontoxin","NT",2.72,7.02,5.03,11.69,3.32,12,6.9633
"Cgodm-CLP2388_Prolyl4Hyda2_trinityContig33082_-_CDS","Nontoxin","NT",3.03,11.58,9.68,17.92,13.48,12.27,11.3267
"Cgodm-CLP2388_SerIncorporator5_trinityContig57753_-_CDS","Nontoxin","NT",4.44,6.85,7.79,8.16,7.97,10.82,7.6717
"Cgodm-CLP2388_TIF-TFIID9_trinityContig103_-_CDS","Nontoxin","NT",4.95,6.81,4.27,12.85,9.1,38.13,12.685
"Cgodm-CLP2388_TMP-19_trinityContig34159_-_CDS","Nontoxin","NT",2.15,3.21,4.25,3.82,2.58,6.33,3.7233
"Cgodm-CLP2388_UbLigActNFKB1_trinityContig43621_-_CDS","Nontoxin","NT",2.85,4.21,3.5,4.45,5.2,4.22,4.0717
"Cgodm-CLP2388_ufmProtease2_trinityContig37034_-_CDS","Nontoxin","NT",2.96,4.28,6.29,3.26,9.92,11.74,6.4083
"TOXIN_Cgodm-CLP2359_BPP-1a_extenderContig189_-_CDS","Toxin","BPP",19674.65,473.82,16935.79,1314.34,12306.11,30099.55,13467.3767
"TOXIN_Cgodm-CLP2359_BPP_ngenContig1937_-_CDS","Toxin","BPP",17800.53,23009.64,7715.61,40366.26,34497.65,15930.09,23219.9633
"TOXIN_Cgodm-CLP2378_SVMPIII-13_extenderContig57_-_CDS","Toxin","SVMPIII",189,648.21,879.96,11048.15,3592.25,2187.56,3090.855
"TOXIN_Cgodm-CLP2388_BPP-1a_extenderContig258_-_CDS","Toxin","BPP",1521.39,7639.68,7643.92,6573.44,5818.63,10757.85,6659.1517
"TOXIN_extenderContig103||Cgodm-CLP2362ngen_SVMPII-6_ngenContig3915_SVMPII","Toxin","SVMPII",10662.18,0,18353.4,7.24,1.01,0.28,4837.3517
"TOXIN_extenderContig105||Bnigr-CLP1864_CTL_extContig59_CTL","Toxin","CTL",4253.24,7127.14,0,1.53,0.4,0,1897.0517
"TOXIN_extenderContig108||Cgodm-CLP2359trinity_PLA2-2_trinityContig9907_PLA2","Toxin","PLA2",187603.62,0,0,11.76,5.33,13.57,31272.38
"TOXIN_extenderContig109||Cgodm-CLP2359ext_PLA2-1a_extContig527_PLA2","Toxin","PLA2",39686.92,2351.65,20660.25,4.13,6741,679.87,11687.3033
"TOXIN_extenderContig111||Cgodm-CLP2388ext_VEGF-1_extContig155_VEGF","Toxin","VEGF",6010.45,5102.32,7586.91,4303.28,8578.01,8453.62,6672.4317
"TOXIN_extenderContig112||Bthal-CRVA3763_CTL-4_ext2000Contig765_CTL","Toxin","CTL",6.44,0,0.51,2980.44,14762.41,17.43,2961.205
"TOXIN_extenderContig116||Cgodm-CLP2378ext_SVSP-7_extContig84_SVSP","Toxin","SVSP",1.13,0.61,1.01,1476.73,3164.16,1.74,774.23
"TOXIN_extenderContig118||Bthal-CRVA3763_CTL-4_ext2000Contig765_CTL","Toxin","CTL",4366.77,1310.19,1128.74,479.5,47.7,146.74,1246.6067
"TOXIN_extenderContig120||Cgodm-CLP2360trinity_PLA2-3a_trinityContig14327_PLA2","Toxin","PLA2",1.3,90647.62,0,0,0.92,8.03,15109.645
"TOXIN_extenderContig120||Cgodm-CLP2377trinity_CTL-2_trinityContig31467_CTL","Toxin","CTL",0,0,3.14,1714.93,2508.24,12.43,706.4567
"TOXIN_extenderContig124||Ctzot-CLP2364_SVMPIII_extContig241_SVMPIII","Toxin","SVMPIII",4.92,0.27,0.83,6283.25,5129.55,3.41,1903.705
"TOXIN_extenderContig140||Cgodm-CLP2362ext_SVMPII-1_extContig360_SVMPII","Toxin","SVMPII",17933.12,25694.23,22546.97,9140.18,1359.87,10577.82,14542.0317
"TOXIN_extenderContig140||Cgodm-CLP2378ext_SVMPIII-4a_extContig62_SVMPIII","Toxin","SVMPIII",2117.42,13.42,4789.63,6575.57,20393.94,15.3,5650.88
"TOXIN_extenderContig141||Cgodm-CLP2362ext_SVMPIII-7_extContig355_SVMPIII","Toxin","SVMPIII",2335.89,4342.95,7600.63,0.21,0,20304.74,5764.07
"TOXIN_extenderContig143||Cgodm-CLP2388trinity_PLA2-1_trinityContig38961_PLA2","Toxin","PLA2",25526.91,492.27,3012.47,0,2977.27,4.99,5335.6517
"TOXIN_extenderContig147||Cgodm-CLP2359trinity_CRISP-1a_trinityContig20576_CRISP","Toxin","CRISP",10582.95,12094.87,14732.13,10.7,7086.16,915.1,7570.3183
"TOXIN_extenderContig164||Cgodm-CLP2362ngen_SVSP-4_ngenContig2846_SVSP","Toxin","SVSP",13598.36,23376.62,22526.52,8817.94,11597.7,912.19,13471.555
"TOXIN_extenderContig167||Cgodm-CLP2377ext_PLA2-4_extContig372_PLA2","Toxin","PLA2",0.86,6.22,0,80293.87,106618.43,20.27,31156.6083
"TOXIN_extenderContig167||Cgodm-CLP2378_SVMPI_extContig457_SVMPI","Toxin","SVMPI",17516.4,17045.44,10258.44,32985.5,128026.13,184,34335.985
"TOXIN_extenderContig167||Cgodm-CLP2388ngen_SVSP-11a_ngenContig2879_SVSP","Toxin","SVSP",4341.75,9371.08,9387.98,2164.96,2510.31,1152,4821.3467
"TOXIN_extenderContig16||Cgodm-CLP2388ext_SVMPIII-6a_extContig62_SVMPIII","Toxin","SVMPIII",4902.11,13928.82,13667.46,33794.6,15002.77,51105.7,22066.91
"TOXIN_extenderContig172||Cgodm-CLP2377ext_PLA2-3a_extContig95_PLA2","Toxin","PLA2",11.31,0.65,0.5,16152.09,7275.1,0,3906.6083
"TOXIN_extenderContig174||Cgodm-CLP2359ext_SVSP-7_extContig452_SVSP","Toxin","SVSP",4566.95,1828.39,3961.77,3513.84,2865.71,72.25,2801.485
"TOXIN_extenderContig178||Cgodm-CLP2388trinity_PLA2-2_trinityContig6831_PLA2","Toxin","PLA2",123783.09,168972.32,208613.86,3.47,0,256371.51,126290.7083
"TOXIN_extenderContig17||Cgodm-CLP2362ext_SVSP-20_extContig509_SVSP","Toxin","SVSP",2984.59,1260.49,1600.44,1.34,0.74,7.09,975.7817
"TOXIN_extenderContig186||Cgodm-CLP2378trinity_CTL-3_trinityContig44134_CTL","Toxin","CTL",0,417.05,269.04,1458.21,2576.89,0,786.865
"TOXIN_extenderContig187||Cgodm-CLP2359ngen_SVSP-12_ngenContig1543_SVSP","Toxin","SVSP",2049.01,2482,3815.46,1273.42,663.58,208.4,1748.645
"TOXIN_extenderContig18||Ctzot-CLP2364_SVSP_extContig145_SVSP","Toxin","SVSP",1390.86,0,4077.7,2764.62,3829.52,115.85,2029.7583
"TOXIN_extenderContig193||Cgodm-CLP2362ngen_SVSP-13a_ngenContig2850_SVSP","Toxin","SVSP",2635.81,4294.57,2719.87,1169.84,553.21,1904.69,2212.9983
"TOXIN_extenderContig1||Cgodm-CLP2388ngen_SVSP-12_ngenContig2905_SVSP","Toxin","SVSP",34938.16,0,29491.13,502.17,1115.11,108.56,11025.855
"TOXIN_extenderContig203||Cgodm-CLP2362ext_SVMPII-6a_extContig587_SVMPII","Toxin","SVMPII",1863.66,0,4160.84,5.57,122.91,0.46,1025.5733
"TOXIN_extenderContig208||Cgodm-CLP2360_PLA2_extContig134_PLA2","Toxin","PLA2",39113.14,18389.72,12888.57,566.73,65872.05,41.34,22811.925
"TOXIN_extenderContig211||Cgodm-CLP2359_SVSP_extContig213_SVSP","Toxin","SVSP",3480.29,958.44,1921.01,1349.41,5153.89,2.51,2144.2583
"TOXIN_extenderContig217||Cgodm-CLP2362ext_SVMPIII-6a_extContig57_SVMPIII","Toxin","SVMPIII",43.63,0.37,9352.72,22.63,829.72,1.55,1708.4367
"TOXIN_extenderContig218||Cgodm-CLP2359trinity_CTL-8a_trinityContig16146_CTL","Toxin","CTL",2049.89,645.21,1376.08,3.27,0,104.73,696.53
"TOXIN_extenderContig219||Cgodm-CLP2362ext_SVMPIII-7_extContig92_SVMPIII","Toxin","SVMPIII",3093.39,7301.21,10705.31,11249.45,1546.73,28612.8,10418.1483
"TOXIN_extenderContig220||Cgodm-CLP2388trinity_CTL-3_trinityContig64243_CTL","Toxin","CTL",0.49,50.89,16.42,1166.74,1.37,1336.43,428.7233
"TOXIN_extenderContig233||Cgodm-CLP2362_SVMPII_extContig91_SVMPII","Toxin","SVMPII",24528.67,0,38560.8,390.44,0,1.76,10580.2783
"TOXIN_extenderContig247||Cgodm-CLP2359ext_SVMPIII-5a_extContig481_SVMPIII","Toxin","SVMPIII",2291.9,4794.1,5468.38,5447.2,2807.75,6396.79,4534.3533
"TOXIN_extenderContig247||Cgodm-CLP2362ext_SVMPII-7a_extContig191_SVMPII","Toxin","SVMPII",493.11,1756.25,1207.58,494.16,1649.4,691.72,1048.7033
"TOXIN_extenderContig248||Cgodm-CLP2388ngen_CTL-3_ngenContig938_CTL","Toxin","CTL",3167.96,694.88,430.72,1160.95,8334.87,128.17,2319.5917
"TOXIN_extenderContig251||Cgodm-CLP2359ngen_SVSP-6_ngenContig1552_SVSP","Toxin","SVSP",2185.38,2979.29,4444.9,936.52,3263.67,831.46,2440.2033
"TOXIN_extenderContig252||Cgodm-CLP2378_SVSP_extContig533_SVSP","Toxin","SVSP",0,0,0.19,3.25,16476.07,18.07,2749.5967
"TOXIN_extenderContig264||Cgodm-CLP2362trinity_CTL-9a_trinityContig1261_CTL","Toxin","CTL",2686.87,179.54,7516.87,808.85,6874.58,156.94,3037.275
"TOXIN_extenderContig267||Cgodm-CLP2378ext_SVMPII-2_extContig433_SVMPII","Toxin","SVMPII",4308.35,4040.71,2430.27,31882.98,33219.2,67.35,12658.1433
"TOXIN_extenderContig269||Cgodm-CLP2378ext_SVSP-7_extContig474_SVSP","Toxin","SVSP",0.87,0.25,0.44,3407.05,4266.99,0.57,1279.3617
"TOXIN_extenderContig272||Cgodm-CLP2388trinity_CTL-2_trinityContig64221_CTL","Toxin","CTL",2869.99,3852.45,6820.42,0,0,824.65,2394.585
"TOXIN_extenderContig278||CscutCLP2111ngen_CTL-5_Contig7_CTL","Toxin","CTL",46.93,1819.91,875.39,1.21,2118.62,899.48,960.2567
"TOXIN_extenderContig286||Cgodm-CLP2360trinity_PLA2-3a_trinityContig14328_PLA2","Toxin","PLA2",9026.62,1553.51,8536.19,4.03,2492.05,74.62,3614.5033
"TOXIN_extenderContig290||Cgodm-CLP2388trinity_BPP-1a_trinityContig58345_BPP","Toxin","BPP",4825.5,19646.32,2940.76,2952.17,1997.8,4760.84,6187.2317
"TOXIN_extenderContig307||Cgodm-CLP2360trinity_CTL-8_trinityContig10340_CTL","Toxin","CTL",3333.51,6175.83,0,2.5,0,0,1585.3067
"TOXIN_extenderContig311||CscutCLP1787ngen_CTL-4_Contig111_CTL","Toxin","CTL",54.24,0,0,582.17,0,76.67,118.8467
"TOXIN_extenderContig328||Ctzot-CLP2383ext_SVSP-8a_extContig77_SVSP","Toxin","SVSP",3605.79,5095.18,5144.45,2852.6,1810.56,1651.24,3359.97
"TOXIN_extenderContig330||Cgodm-CLP2362_SVMPIII_extContig204_SVMPIII","Toxin","SVMPIII",479.22,1911.06,3606.73,583.43,74.5,9678.66,2722.2667
"TOXIN_extenderContig337||Cgodm-CLP2362ext_SVMPI-1a_extContig583_SVMPI","Toxin","SVMPI",6741.63,7920.08,4344.21,0.34,0.73,36.71,3173.95
"TOXIN_extenderContig338||Cgodm-CLP2359ngen_SVSP-5_ngenContig1531_SVSP","Toxin","SVSP",2697.72,2543.27,4780.43,519.42,1427.15,325.34,2048.8883
"TOXIN_extenderContig36||Cgodm-CLP2377ext_SVSP-2_extContig322_SVSP","Toxin","SVSP",170.57,2.26,2.82,3405.37,8.81,2.8,598.7717
"TOXIN_extenderContig399||Cgodm-CLP2362ext_SVMPI-1a_extContig583_SVMPI","Toxin","SVMPI",38312.45,28412.97,28656.91,6.67,5.92,67.11,15910.3383
"TOXIN_extenderContig43||Cgodm-CLP2362ext_SVMPII-9a_extContig184_SVMPII","Toxin","SVMPII",28531.24,30294.95,24270.49,17143.49,43425.33,774.43,24073.3217
"TOXIN_extenderContig449||Cgodm-CLP2360trinity_PLA2-2a_trinityContig14324_PLA2","Toxin","PLA2",0.43,74000.51,0,0,0,3.79,12334.1217
"TOXIN_extenderContig453||Cgodm-CLP2378ext_SVMPII-3_extContig468_SVMPII","Toxin","SVMPII",15487.22,16862.87,20761.1,20859.89,67693.85,10104.94,25294.9783
"TOXIN_extenderContig507||Cgodm-CLP2388ngen_SVSP-7_ngenContig2910_SVSP","Toxin","SVSP",0,0,1018.34,1.11,1.21,256.08,212.79
"TOXIN_extenderContig517||Cgodm-CLP2360ext_SVSP-6_extContig517_SVSP","Toxin","SVSP",1198.04,1779.44,4040.75,1763.16,2542.62,546.63,1978.44
"TOXIN_extenderContig69||CscutCLP1787ngen_CTL-4_Contig111_CTL","Toxin","CTL",0,0,0,0,668.22,1.87,111.6817
"TOXIN_extenderContig78||Cgodm-CLP2377ext_CTL-3_extContig295_CTL","Toxin","CTL",3513.92,14829.6,5158.61,0,129.78,26191.21,8303.8533
"TOXIN_extenderContig86||Ctzot-CLP2383ext_SVMPII-4_extContig472_SVMPII","Toxin","SVMPII",0.93,0,0.14,2771.64,1067.74,0.62,640.1783
"TOXIN_ngenContig1099||Cpetl-CLP2327ext_SVSP_extContig309_SVSP","Toxin","SVSP",105.09,1027.08,1300.57,10.1,123.35,625.81,532
"TOXIN_ngenContig1183||Cgodm-CLP2360trinity_CTL-9a_trinityContig6309_CTL","Toxin","CTL",212.3,1655.05,810.51,3447.85,367.77,199.33,1115.4683
"TOXIN_ngenContig1271||Cgodm-CLP2388trinity_HYAL-1_trinityContig45146_HYAL","Toxin","HYAL",89.15,298.52,274.77,149.26,98.92,430.29,223.485
"TOXIN_ngenContig1339||Browl-CLP2475_CTL-12a_extContig258_CTL","Toxin","CTL",1951.75,2077.9,4281.97,0,0,195.97,1417.9317
"TOXIN_ngenContig1340||Cgodm-CLP2362ext_CTL-3_extContig348_CTL","Toxin","CTL",1090.54,3451.16,1056.29,0,1490.78,9373.17,2743.6567
"TOXIN_ngenContig1342||Cgodm-CLP2359ngen_CTL-3_ngenContig1261_CTL","Toxin","CTL",264.81,52.88,213.58,182.78,2016.53,23.9,459.08
"TOXIN_ngenContig1359||Cgodm-CLP2360ngen_CTL-3_ngenContig2745_CTL","Toxin","CTL",424.8,2388.62,262.61,0,0.15,0.7,512.8133
"TOXIN_ngenContig1361||Bauri-CLP2481_CTL_trinContig50920_CTL","Toxin","CTL",231.25,234.6,2774.02,2.21,0,84.71,554.465
"TOXIN_ngenContig1422||Bauri-CLP2481_PLA2_trinContig28475_PLA2","Toxin","PLA2",166.95,313.61,112.11,0,0,1754.19,391.1433
